,제목,tag,story_tag
1757,(더빙) 이퀘스트리아 걸스 : 선셋의 백스테이지 패스,nan,nan
1758,space radio,동물,"감동, SF"
1759,출동 케이캅 특별판,"히어로, 외계인, 경찰","판타지, 액션, 아동, 개그"
1760,극장판 빰바라빤쮸: 바나나 왕국의 비밀,nan,nan
1761,검정고무신 2기,"발랄가볍, 귀여움","가족, 감동, 일상, 개그, 시대물, 학교, 집"
1762,First Shift,nan,"무거움, 철학, 액션, SF, 디스토피아"
1763,피그테일 : 피그테일과 거미소녀 그리고 레슬링,nan,"몽환, 판타지"
1764,(더빙) 이퀘스트리아 걸스 : 잊혀진 우정,동물,"우정, 마법, 감동, 철학, 판타지, 아동, 일상, 음악"
1765,RAINBOW,히어로,"감동, 개그, 로맨스, 섬"
1766,쥬라기캅스,"공룡, 발랄가볍","판타지, 액션, 아동"
1767,만담강호,nan,"액션, 개그, 시대물, 무협, 마을"
1768,토마스와 친구들 시즌6,발랄가볍,"감동, 아동, 일상, 개그"
1769,(더빙) 터닝메카드W 메카니멀 고,"로봇, 발랄가볍, 자동차","배틀, 액션, 아동, 경기장"
1770,(더빙) 공룡메카드 스페셜 : 신비의 놀이동산,"로봇, 발랄가볍, 자동차","배틀, 액션, 아동, 경기장"
1771,최강전사 미니특공대 : 영웅의 탄생,로봇,"우정, 아동, 상상의 장소"
1772,극장판 트레인 히어로,"외계인, 로봇, 귀여움","액션, 아동"
1773,최강전사 미니특공대 : 새로운 악당의 습격,로봇,"우정, 아동, 상상의 장소"
1774,(더빙) 헬로 카봇 시즌 9,"로봇, 발랄가볍, 자동차","우정, 액션, 아동, 마을"
1775,호두까기 인형,nan,"감동, 판타지, 아동, 상상의 장소"
1776,검정고무신 4기,"발랄가볍, 귀여움","가족, 감동, 일상, 개그, 시대물, 학교, 집"
1777,다이노 어드벤처 2 : 육해공 공룡 대백과,공룡,"지식전달, 액션, 아동, 시대물, 자연"
1778,(더빙) 악셀,nan,"무거움, 판타지, 아동"
1779,타오르지마 버스터 : 블랙어썰트의 귀환,nan,"감동, 아동, 일상, 개그, 마을, 상상의 장소"
1780,(더빙) 겨울왕국의 무민,"발랄가볍, 귀여움","가족, 판타지, 아동, 일상, 상상의 장소"
1781,(더빙) GO 아스트로 보이 Go!,"발랄가볍, 귀여움","감동, 철학, 액션, 아동, SF"
1782,을식이는 재수 없어,nan,"우정, 아동, 일상, 개그, 시대물"
1783,장안의 추억 2기,nan,"전쟁, 로맨스, 시대물"
1784,(더빙) 빠샤메카드,"로봇, 발랄가볍, 자동차","배틀, 액션, 아동, 경기장"
1785,(더빙) 벅스봇 이그니션 part 1,"로봇, 동물","배틀, 액션, 아동, 상상의 장소, 자연"
1786,피핑 라이프 TV 시즌 1,nan,"일상, 개그"
1787,마샤의 무서운 이야기 - 한국어,nan,"감동, 아동"
1788,(더빙) 정글북 : 마법 원정대,nan,"가족, 감동, 액션, 아동, 자연"
1789,인피니티 포스 스페셜 에디션 2,히어로,액션
1790,꼬마 너구리 라스칼,nan,"우정, 감동, 아동, 자연"
1791,테슬라 노트,nan,"액션, SF"
1792,쿵푸 공룡 수호대,공룡,"액션, 아동"
1793,라이스 맨,"히어로, 발랄가볍","액션, 아동, 개그, 음식, 마을"
1794,라바키즈 영어 동요 part 2,발랄가볍,"아동, 개그, 음악"
1795,(자막) 토리코 : 미식신의 스페셜 메뉴,"이능력, 열혈, 헌터","배틀, 판타지, 액션, 개그, 음식"
1796,추모열전,외계인,"판타지, 액션, 시대물"
1797,(더빙) 호비와 동화나라 대모험,"선생님, 발랄가볍, 귀여움","감동, 지식전달, 판타지, 아동, 개그, 상상의 장소, 섬"
1798,라바키즈 한국어 동요 part 1,발랄가볍,"아동, 개그, 음악"
1799,캡틴 스터비,nan,"가족, 전쟁, 감동, 아동, 시대물"
1800,(더빙) 다이노코어 존TV,"로봇, 공룡, 발랄가볍","액션, 아동"
1801,몬스터탑,공룡,"액션, 아동"
1802,시노스톤 1기,"로봇, 발랄가볍","액션, 아동, 마을"
1803,"안녕,전우치!: 도술로봇대결전",발랄가볍,"시간여행, 판타지, 액션, 아동, 시대물"
1804,(자막) 인피니티포스 : 독수리 오형제 최후의 심판,"히어로, 외계인, 교복","판타지, 액션, SF"
1805,세상에서 제일 작은 남자,발랄가볍,"아동, 일상"
1806,(더빙) 터닝메카드R,"로봇, 발랄가볍, 자동차","배틀, 액션, 아동, 경기장"
1807,신 도라에몽 스페셜 3기,"동물, 발랄가볍, 귀여움","우정, 성장, 감동, 판타지, 아동, 일상, 개그, SF, 치유, 학교, 마을, 집"
1808,기관차 야에몽,nan,"우정, 감동, 아동"
1809,갤럭시키즈 2,"히어로, 발랄가볍","액션, 아동, 일상, 개그, SF"
1810,용을 찾아서,발랄가볍,아동
1811,(더빙) 다이노코어 스페셜 : 다이노마스터 렉스의 탄생,"로봇, 공룡, 발랄가볍","액션, 아동"
1812,별의 정원,nan,"가족, 감동, 판타지, 아동, 상상의 장소"
1813,(더빙) 포텐독 시즌 2,로봇,"액션, 개그, SF"
1814,단풍나무 뉴타운,"발랄가볍, 귀여움","여행, 감동, 아동"
1815,(더빙) 두부요괴,"요괴 및 괴물, 발랄가볍, 귀여움","판타지, 액션, 아동, 개그"
1816,키즈캐슬 동화 뮤지컬,"선생님, 발랄가볍","아동, 음악"
1817,강아지 특공대 : 파운드 퍼피,"동물, 발랄가볍","아동, 일상, 개그"
1818,키즈캐슬 공룡 동물송,"공룡, 선생님, 발랄가볍","아동, 음악"
1819,갤럭시키즈 1,"히어로, 발랄가볍","액션, 아동, 일상, 개그, SF"
1820,Rail,nan,"몽환, 로맨스"
1821,시양양 – 미니랜드와 호호기차,nan,nan
1822,안녕 자두야 리틀자두 동요 송,귀여움,"가족, 감동, 아동, 일상, 개그, 시대물"
1823,(자막) 토리코 3D : 개막! 구르메 어드벤쳐,"이능력, 열혈, 헌터","배틀, 판타지, 액션, 개그, 음식"
1824,디보 1분쇼 - 한국어,"공룡, 발랄가볍","우정, 아동, 마을"
1825,느릿느릿 나무늘보 늘,nan,"감동, 일상, 개그, 치유, 자연"
1826,ANIV,발랄가볍,"무거움, 철학, SF"
1827,볼츠와 블립 달나라 리그의 전투,발랄가볍,"판타지, 아동, SF, 상상의 장소"
1828,볼츠와 블립,"로봇, 발랄가볍","판타지, 아동, SF, 상상의 장소"
1829,키카이더 리부트,nan,"액션, SF"
1830,(더빙) 다이노코어 스페셜 : 다이노행성의 공주 라키나,"로봇, 공룡, 발랄가볍","액션, 아동"
1831,솔란과 루드빅의 눈폭풍 대소동,발랄가볍,"우정, 아동, 개그, 마을"
1832,덜떨어진 타조,nan,"감동, 회사"
1833,(더빙) 다이노코어 스페셜 : 진화의 시작! 얼티밋 디버스터,"로봇, 공룡, 발랄가볍","액션, 아동"
1834,라바키즈 한국어 동요 part 2,발랄가볍,"아동, 개그, 음악"
1835,키즈캐슬 채소 과일송,"선생님, 발랄가볍","아동, 음악, 음식"
1836,안녕 자두야 송,귀여움,"가족, 감동, 아동, 일상, 개그, 시대물"
1837,키즈캐슬 영어 동요,"선생님, 발랄가볍","아동, 음악"
1838,눈사람 노먼,nan,"우정, 감동, 아동"
1839,미스테리야!,nan,"우정, 판타지, 아동, 상상의 장소"
1840,팡팡 자연탐험대,발랄가볍,"우정, 지식전달, 아동"
1841,(더빙) 신밧드와 마법 양탄자,발랄가볍,"가족, 마법, 판타지, 아동"
1842,척과 친구들의 모험,"발랄가볍, 자동차","아동, 일상"
1843,판도라와 아쿠비,발랄가볍,"이세계, 판타지, 상상의 장소"
1844,스시폴리스,경찰,"아동, 개그, SF, 음식"
1845,키즈캐슬 좋은 습관송,"선생님, 발랄가볍","아동, 일상, 음악"
1846,(더빙) 벅스봇G,"로봇, 동물","배틀, 액션, 아동, 상상의 장소, 자연"
1847,(더빙) 구스 베이비,nan,"가족, 감동, 아동, 개그, 자연"
1848,라바키즈 영어 동요 part 1,발랄가볍,"아동, 개그, 음악"
1849,키즈캐슬 시즌송,"선생님, 발랄가볍","아동, 음악"
1850,스포찬 배틀 요괴대결전,요괴 및 괴물,"판타지, 액션, 아동"
1851,다이노 어드벤처 : 육해공 킬러 엘리트,공룡,"액션, 아동, 시대물, 자연"
1852,앵그리버드 스텔라 시즌 1,발랄가볍,"액션, 아동, 개그, 상상의 장소"
1853,요랑아 노래하자,"선생님, 발랄가볍","지식전달, 아동, 상상의 장소"
1854,(더빙) 헬로 카봇 시즌 1,"로봇, 발랄가볍, 자동차","우정, 액션, 아동, 마을"
1855,토이캅,"경찰, 로봇, 발랄가볍","액션, 아동, 마을"
1856,(더빙) 다이노코어 스페셜 : 갤럭시 스톤을 지켜라,"로봇, 공룡, 발랄가볍","액션, 아동"
1857,좀비덤 시즌 1,"요괴 및 괴물, 발랄가볍","아동, 일상, 개그, 마을"
1858,엔요의 전설,nan,"마법, 판타지, 액션, 아동, 상상의 장소"
1859,(더빙) 공룡메카드,nan,nan
1860,쥬라기캅스 특별판 -탄생! 쥬라기캅스-,"공룡, 발랄가볍","판타지, 액션, 아동"
1861,보틀쉽,nan,"몽환, 미스터리"
1862,출동! 애니멀 레스큐 part 2,nan,"액션, 아동, SF, 상상의 장소"
1863,다이노 어드벤처 : 에일리언 월드,공룡,"액션, 아동, 시대물, 자연"
1864,(더빙) 베이블레이드 버스트 진검,nan,"배틀, 경쟁, 대회, 게임, 판타지, 액션, 아동, 스포츠, 경기장"
1865,롤러코스터 보이 노리 파트 1,발랄가볍,"감동, 아동, 일상, 개그"
1866,꼬마탐정 토비와 테리,발랄가볍,"감동, 지식전달, 아동, 일상, 마을"
1867,롤러코스터 보이 노리 파트 2,발랄가볍,"감동, 아동, 일상, 개그"
1868,기괴하고 요상한 귀신딱지,귀신,"판타지, 일상, 개그"
1869,(더빙) 다이노코어 시즌 1,"로봇, 공룡, 발랄가볍","액션, 아동"
1870,변신뭉치 모리,발랄가볍,"판타지, 아동, 마을"
1871,(더빙) 래미의 초특급 시간여행,"동물, 발랄가볍","시간여행, 아동, 개그"
1872,쥬라기캅스 쥬라킹,"공룡, 발랄가볍","판타지, 액션, 아동"
1873,디보와 노래해요 - 영어,"공룡, 발랄가볍","우정, 아동, 마을"
1874,마샤의 무서운 이야기 - 영어,nan,"감동, 아동"
1875,보통아버지,nan,"가족, 감동"
1876,디보 1분쇼 - 영어,"공룡, 발랄가볍","우정, 아동, 마을"
1877,(더빙) 드래곤 퀘스트 : 다이의 대모험 part 2,전사,"마법, 판타지, 액션"
1878,벅스 프렌즈,발랄가볍,"아동, 개그, 자연"
1879,(자막) 구스 베이비,nan,"가족, 감동, 아동, 개그, 자연"
1880,Sweet Dream,발랄가볍,"판타지, 아동, 개그"
1881,엄마 까투리 시즌2,동물,"가족, 아동"
1882,꼬마탐정 시양양과 후이타이랑,발랄가볍,"아동, 상상의 장소"
1883,궁금해요 핑퐁,발랄가볍,"지식전달, 아동, 일상"
1884,바니부기 : 드래곤 에그를 찾아서,발랄가볍,"판타지, 액션, 아동, 개그"
1885,피쉬프렌즈 : 알록이의 신비한 모험,발랄가볍,"우정, 아동"
1886,(더빙) 다이노코어 스페셜 : 화이트드래곤 vs 블랙드래곤,"로봇, 공룡, 발랄가볍","액션, 아동"
1887,콩콩랜드 슬랩스틱,발랄가볍,"경쟁, 아동, 상상의 장소"
1888,다이노 어드벤처 : 뉴 자이언트,공룡,"액션, 아동, 시대물, 자연"
1889,쉿! 내 친구는 빅파이브,nan,nan
1890,듀얼 무타타,nan,nan
1891,(더빙) 아스테릭스 : 마법 물약의 비밀,발랄가볍,"판타지, 액션, 아동, 마을"
1892,모험왕 블링키,발랄가볍,"감동, 아동, 개그"
1893,(더빙) 쫑알쫑알 똘똘이 시즌 3,발랄가볍,"우정, 가족, 아동, 마을"
1894,(더빙) 고릴라와 슈퍼레이스,nan,"우정, 경쟁, 아동, 마을"
1895,롤러코스터 보이 노리 : 노리파크의 시작,발랄가볍,"감동, 아동, 일상, 개그"
1896,후로티 로봇,발랄가볍,"판타지, 액션, 아동, 상상의 장소"
1897,두리둥실 뭉게공항 시즌 1,발랄가볍,"성장, 아동, 일상, 상상의 장소"
1898,(더빙) 쫑알쫑알 똘똘이 시즌 1,발랄가볍,"우정, 가족, 아동, 마을"
1899,꼬냥툰 시즌 1,"발랄가볍, 귀여움","일상, 드라마"
1900,(더빙) 벅스봇 이그니션 part 2,"로봇, 동물","배틀, 액션, 아동, 상상의 장소, 자연"
1901,BBB 삼총사의 모험,"히어로, 발랄가볍","우정, 아동, 개그, 상상의 장소"
1902,(자막) 스파이즈,발랄가볍,"판타지, 액션, 아동"
1903,시양양 지식대백과,"동물, 발랄가볍","지식전달, 아동, 상상의 장소"
1904,(더빙) 쫑알쫑알 똘똘이 시즌 2,발랄가볍,"우정, 가족, 아동, 마을"
1905,쥬라기캅스 특별판 2 -데스바리안의 부활을 막아라!-,"공룡, 발랄가볍","판타지, 액션, 아동"
1906,뮤지컬 콩순이 : 아빠랑 캠핑가요!,발랄가볍,"가족, 지식전달, 아동, 일상, 집"
1907,(자막) 아스테릭스 : 마법 물약의 비밀,발랄가볍,"판타지, 액션, 아동, 마을"
1908,콩순이 쑥쑥 탐험동요,발랄가볍,"가족, 지식전달, 아동, 일상, 음악, 상상의 장소, 집"
1909,쫑알쫑알 똘똘이 율동동요,발랄가볍,"우정, 가족, 아동, 마을"
1910,(자막) 빅 위시,발랄가볍,"가족, 판타지, 아동, 상점"
1911,꼬마 돌고래 뽀뚜와 빠오 시즌 1,동물,"우정, 지식전달, 아동, 바다, 자연"
1912,콩순이 쑥쑥 요리동요,발랄가볍,"가족, 지식전달, 아동, 일상, 음악, 상상의 장소, 집"
1913,앵그리버드 피기테일즈 시즌1,발랄가볍,"액션, 아동, 개그, 상상의 장소"
1914,앵그리버드 피기테일즈 시즌 4,발랄가볍,"액션, 아동, 개그, 상상의 장소"
1915,버블버블 마린,발랄가볍,"우정, 감동, 아동, 일상, 바다"
1916,(더빙) 케어베어 : 나도 상 받고 싶어,"동물, 발랄가볍","우정, 가족, 감동, 아동, 상상의 장소"
1917,(더빙) 아기공룡 버디 시즌 5,"공룡, 발랄가볍","아동, 일상, 개그"
1918,두리둥실 뭉게공항 시즌 2,nan,nan
1919,공룡 대발이 율동동요 3D,"공룡, 발랄가볍","아동, 자연"
1920,(더빙) 헬로 카봇 시즌 7,"로봇, 발랄가볍, 자동차","우정, 액션, 아동, 마을"
1921,(더빙) 벅스봇 이그니션 스페셜,"로봇, 동물","배틀, 액션, 아동, 상상의 장소, 자연"
1922,(더빙) 토마스와 친구들 : 그레이트 레이스,발랄가볍,"감동, 아동, 일상, 개그"
1923,(자막) 토마스와 친구들 : 그레이트 레이스,발랄가볍,"감동, 아동, 일상, 개그"
1924,(자막) 뚝딱뚝딱 밥아저씨 : 메가머신의 역습,nan,"액션, 아동, 마을"
1925,아기물범 하프와 친구들 시즌 3,nan,nan
1926,(더빙) 퓨처북 공룡 동요 시즌 1,nan,nan
1927,(더빙) 토마스와 친구들 : 용감한 기관차와 괴물소동,발랄가볍,"감동, 아동, 일상, 개그"
1928,(더빙) 즐겨라 한글이지,nan,nan
1929,(더빙) 아리벅스 수학습놀이,nan,nan
1930,(더빙) 토마스와 친구들 : 빅 월드 어드벤처,발랄가볍,"감동, 아동, 일상, 개그"
1931,(자막) 피쉬 스쿨 : 언더 더 씨,발랄가볍,"아동, 바다"
1932,패션 오브 크라이스트 브릭무비,nan,nan
1933,(더빙) 헬로 카봇 시즌 10 뱅,"로봇, 발랄가볍, 자동차","우정, 액션, 아동, 마을"
1934,(더빙) 빠샤메카드 스페셜,"로봇, 발랄가볍, 자동차","배틀, 액션, 아동, 경기장"
1935,(더빙) 빅 2 : 황금열쇠 대소동,nan,개그
1936,핑크퐁 상어가족과 노래해요 시즌 1,발랄가볍,"판타지, 아동"
1937,(더빙) 펫 다이어리,동물,"우정, 일상"
1938,놀이터 구조대 뽀잉 시즌 2,동물,"우정, 아동"
1939,호기와 색깔놀이 시즌 1,발랄가볍,"판타지, 아동, 음악"
1940,호기와 노래해요 시즌 1,발랄가볍,"판타지, 아동, 음악"
1941,핑크퐁 한글이 팡팡,발랄가볍,"판타지, 아동"
1942,핑크퐁 수동요,발랄가볍,"판타지, 아동"
1943,앵그리버드 스텔라 시즌 2,발랄가볍,"액션, 아동, 개그, 상상의 장소"
1944,(더빙) 터닝메카드R 스페셜 : 동화의 나라,"로봇, 발랄가볍, 자동차","배틀, 액션, 아동, 경기장"
1945,아기상어 올리와 윌리엄 스폐셜 단편,"동물, 발랄가볍","아동, 바다"
1946,출동! 애니멀 레스큐 part 1,nan,"액션, 아동, SF, 상상의 장소"
1947,(더빙) 아기공룡 버디 스페셜 : 지구탐험대,"공룡, 발랄가볍","아동, 일상, 개그"
1948,(자막) 새미의 어드벤쳐,"동물, 발랄가볍","여행, 아동, 바다"
1949,(더빙) 헬로 카봇 시즌 5 part 1,"로봇, 발랄가볍, 자동차","우정, 액션, 아동, 마을"
1950,(더빙) 헬로 카봇 스페셜 : 동물구조대,"로봇, 발랄가볍, 자동차","우정, 액션, 아동, 마을"
1951,(더빙) 헬로 카봇 미니,"로봇, 발랄가볍, 자동차","우정, 액션, 아동, 마을"
1952,(더빙) 헬로 카봇 스페셜 : 펜타스톰,"로봇, 발랄가볍, 자동차","우정, 액션, 아동, 마을"
1953,(더빙) 언더더씨2,nan,"아동, 공포, 바다"
1954,(더빙) 뚝딱뚝딱 밥아저씨 : 메가머신의 역습,nan,"액션, 아동, 마을"
1955,(더빙) 퓨처북 펫 동요,nan,nan
1956,CeREELs 시즌 4,발랄가볍,아동
1957,(더빙) 다이노코어 시즌 3,"로봇, 공룡, 발랄가볍","액션, 아동"
1958,(더빙) 용감한 토끼 당당이,발랄가볍,"우정, 아동, 마을"
1959,(더빙) 엘프,발랄가볍,"가족, 음식"
1960,(자막) 엘프,발랄가볍,"가족, 음식"
1961,유라와 자연친구 송,동물,"아동, 음악"
1962,(더빙) 하펫 꿈나라 모험,"동물, 발랄가볍",아동
1963,(더빙) 레전드 오브 래빗,"동물, 발랄가볍","액션, 아동, 개그"
1964,콩순이 장난감나라 대모험,발랄가볍,"가족, 지식전달, 아동, 일상, 집"
1965,핑크퐁 원더스타 part 2,발랄가볍,"판타지, 아동"
